"game_id","player_id","bot_strategy","total_points","total_win","total_loss","total_tie","games","win_pct"
"1c59e146-e60b-457c-8bed-84a91246378e","21cca229-0ddd-40e1-aafd-4fcfa483c8ea","opponent_prev_move_nil",286,104,26,170,300,0.3466666666666667
"1d68c9a3-6646-4383-a9fe-37d8f2bba547","902f6e89-e2bb-47fc-b236-b1504f7fd2ce","win_nil_lose_positive",192,91,81,128,300,0.30333333333333334
"1de04862-5bbb-4eb5-a5d1-836b61b795ab","f1c9505b-9679-44f1-ab77-ef90857bb16e","win_nil_lose_positive",302,120,58,122,300,0.4
"226a601b-c0c3-4678-9241-f7daf6e10c0a","352fa34b-d5b4-4a35-832e-e9365fd3dd76","opponent_prev_move_nil",751,260,29,11,300,0.8666666666666667
"24dc9293-8803-43ad-bd06-8eef2a8d5733","cf46ccdb-54ca-4e92-b439-27bfc248f825","opponent_prev_move_nil",652,228,32,40,300,0.76
"253b233c-ccfd-45b5-a14d-c99951dc403f","b5b05f66-d98b-44df-aaca-b35e48809067","outcome_transition_dual_dependency",280,122,86,92,300,0.4066666666666667
"261ea05e-17e7-4ba2-abc6-2fd7fbc3d163","c16f3cdc-65d0-4958-9a7a-c356ae77b761","outcome_transition_dual_dependency",131,83,118,99,300,0.27666666666666667
"27d2ce58-ed12-4d9c-b298-379598c5e69b","20d0d9b2-261a-490a-a3d0-d61621fbe9dd","prev_move_positive",679,237,32,31,300,0.79
"28393a17-c8b7-47cf-bd20-ae49baf9646b","d75c7e2e-b1ba-4877-a14d-628d817fa2af","opponent_prev_move_positive",724,247,17,36,300,0.8233333333333334
"29c37df0-8c09-4cbe-b45b-b0184622ce7c","e4ea6761-0781-4e78-972b-675617e89cc8","opponent_prev_move_positive",358,129,29,142,300,0.43
"2a9981ee-9c72-492d-9fae-096c7577b4c5","b3ae5a08-8c20-49cf-a2cb-b08818195384","win_positive_lose_negative",325,128,59,113,300,0.4266666666666667
"2d59d1e2-19dd-4d13-a8cd-23fd37105100","3d31330e-bdbf-4ec7-b307-f2b3468db11d","prev_move_negative",583,209,44,47,300,0.6966666666666667
"30aea025-4c7b-41c0-bd03-363cc73bf583","c82739a2-9e24-4c1b-840f-9eb00d10cd9b","outcome_transition_dual_dependency",197,101,106,93,300,0.33666666666666667
"357370e8-23a2-4d50-994a-e2b25bb1a87b","aebeb609-f670-4172-ad56-96a7f556f619","outcome_transition_dual_dependency",215,103,94,103,300,0.3433333333333333
"39433936-2500-4174-b755-c7758871214c","22bf7dfd-ed4f-4c31-9afc-1d74b2be2cde","win_positive_lose_negative",334,129,53,118,300,0.43
"3ae4c30e-160f-406c-b1ab-b2e746852e40","f557e4ca-448e-4d94-bc10-fe00e4f9e887","prev_move_positive",700,243,29,28,300,0.81
"3b057392-4008-423a-af76-a9c3878ddb96","a42f5dac-efd7-4fa5-abd6-f4bc5a6cac41","outcome_transition_dual_dependency",109,70,101,129,300,0.23333333333333334
"3b89186e-3d71-478d-8f26-ce66259efa5b","5e6c6dd6-ca4e-4299-a24e-6dc7f1daca90","win_nil_lose_positive",350,142,76,82,300,0.47333333333333333
"3c480319-e167-4f3a-bb08-1218704f8d0b","727a7a81-29d4-4cf7-9965-e9277fb226bb","win_nil_lose_positive",254,115,91,94,300,0.38333333333333336
"3cd32162-b755-4aaa-bd46-36c94f1c36ad","9d21b1e7-bcce-44ef-b8d4-9bb8f42b9ed1","opponent_prev_move_positive",701,245,34,21,300,0.8166666666666667
"3cd99078-3bbd-4363-87d2-9c7f940195f4","778b4526-0379-47e7-ac6a-521fde1dea32","outcome_transition_dual_dependency",187,98,107,95,300,0.32666666666666666
"3dba6568-e90b-4359-ac26-aa0bf8483934","2e2c04c9-19de-471a-b83b-04babfac4842","opponent_prev_move_positive",736,254,26,20,300,0.8466666666666667
"3eb64a85-37bf-4a91-8820-6c3e9244c84b","d8687ba6-49e1-4e30-a3db-ca9be8829579","prev_move_negative",544,194,38,68,300,0.6466666666666666
"40e64567-8848-4a12-889a-700d1a0cf84d","643954c0-b7e2-4f5f-8ae7-50c335731299","opponent_prev_move_positive",586,204,26,70,300,0.68
"41ab8b3e-7cb4-4ebc-806a-10ccc799d790","c44472de-22f9-4cbf-89a4-8d330fd6f35a","prev_move_negative",751,258,23,19,300,0.86
"4358f72b-665c-4ef9-935d-f98e461952b3","79626cfc-db8f-47d2-9bd0-ae129544ed79","outcome_transition_dual_dependency",230,110,100,90,300,0.36666666666666664
"436421a4-b6e8-4713-85fb-76fbfa2f529e","e72d9316-8af7-47cb-b90c-ed1f4f18fc8a","opponent_prev_move_nil",515,191,58,51,300,0.6366666666666667
"44589a27-44d6-4a44-8f45-0291cd0e59ee","e75c7306-0f6c-4fd8-8756-e41f42f1e912","prev_move_positive",409,159,68,73,300,0.53
"488f8ff9-7c4f-43ae-8866-e285eef2f44f","55070192-257d-40f4-b611-bbec2de98a60","opponent_prev_move_positive",353,132,43,125,300,0.44
"4a4a73f6-75cb-4424-85be-0361f2399da5","f61a51ea-8990-4280-926c-41251ade9764","opponent_prev_move_positive",637,220,23,57,300,0.7333333333333333
"4d8b459f-7586-4734-b7e2-6ee1ae630b64","06ef75f2-414f-4f3e-8be9-0f96207dfabf","prev_move_negative",485,183,64,53,300,0.61
"4efd6fdf-127d-46d3-8bbc-e7ba92312ca5","20a1a2f8-583a-436e-81ba-d2fa36a94a94","prev_move_negative",762,260,18,22,300,0.8666666666666667
"4f83446c-8546-4427-9814-9fb33449a802","386e418a-8a16-45d5-acf7-3b85a2999814","prev_move_positive",695,242,31,27,300,0.8066666666666666
"4fa4db4c-a873-4089-8cbc-1019a40ff01e","a88f80ef-15a5-49c8-8b03-f248c5556dff","outcome_transition_dual_dependency",245,112,91,97,300,0.37333333333333335
"53c8fa79-006f-4d99-b62e-ee843bf095d7","fd03f1f7-a603-4915-9094-9e8ab393aba3","opponent_prev_move_positive",394,139,23,138,300,0.4633333333333333
"549f73f4-7a68-4d78-abb4-76d6dbb9e8f2","7c2e9a45-3e56-4a41-96e5-b59868f2e5cb","prev_move_positive",662,233,37,30,300,0.7766666666666666
"56faf8bd-139e-415f-a2ab-fa3f770d7407","c9506a67-9a35-4b1c-b246-a953274f7fe7","outcome_transition_dual_dependency",176,95,109,96,300,0.31666666666666665
"579cb41b-84a3-4d2b-9faf-6f7c1feee582","f5b3a4c0-14fc-4720-ae5d-6bb4705b099b","win_positive_lose_negative",193,96,95,109,300,0.32
"5855b4e8-b726-4704-a08b-d411114f0487","b4a54509-2b90-4e9d-b3cd-b4ff11563835","prev_move_positive",658,232,38,30,300,0.7733333333333333
"588fd35e-b82d-434f-b65d-9470deff5b0b","63cf564c-3bb4-4ea3-9c3e-ce91edc7f3e8","win_positive_lose_negative",381,139,36,125,300,0.4633333333333333
"59034ca1-d5a4-4426-8356-909ec31e9bd9","30c165be-0ccd-4ac4-9ccf-4a6896d2d0a4","win_positive_lose_negative",286,123,83,94,300,0.41
"5bfd918e-9912-48d5-92f1-fed9b676b897","89134181-aa27-4b20-86db-7012d6c09a85","opponent_prev_move_positive",659,227,22,51,300,0.7566666666666667
"5ccf2e48-bc25-4887-8dec-0695c255d1e3","5ae44ea4-e58e-4c1a-bbe2-85ea8c25ca91","outcome_transition_dual_dependency",253,118,101,81,300,0.3933333333333333
"60564488-c3e0-42f6-a6c0-f90da083c33b","21f31745-7665-4564-a54a-e3928aa7fef6","prev_move_negative",547,198,47,55,300,0.66
"61f664b7-45f6-432f-96c6-516e42085ae9","9d17b68c-3bd6-4c81-9191-d5e472e0d489","opponent_prev_move_nil",623,224,49,27,300,0.7466666666666667
"67f51a5d-55cb-4e2d-bc5c-f5c933ff75d6","ff6d0064-2d19-4f80-b3b3-c49bf18344ce","opponent_prev_move_positive",346,138,68,94,300,0.46
"69318daa-3093-4af4-a2e5-d3732398ee76","9086b889-abe8-47ad-8b95-d961f0fd4bbf","opponent_prev_move_nil",647,227,34,39,300,0.7566666666666667
"6b204c94-b4ae-471b-ba10-cb332c73bbe1","515a8eed-ef10-4686-a618-17b23bc3f86a","opponent_prev_move_positive",778,264,14,22,300,0.88
"6b60880f-5311-4df9-b809-995969303a18","ce74e752-8c17-47b1-bda0-66a712da0cdf","outcome_transition_dual_dependency",163,83,86,131,300,0.27666666666666667
"6efd7a1b-a0cf-42da-bf50-2170b1675028","9b5e782c-718f-46d8-9d06-dffaa13497f6","opponent_prev_move_positive",428,157,43,100,300,0.5233333333333333
"6f0aa4e2-1f8f-478e-b175-8fd752c8cec8","6c6c787a-5e80-4818-98f0-c0d1c0cb33c5","prev_move_positive",698,241,25,34,300,0.8033333333333333
"6f81dbd3-bac8-467a-9af0-ad18e87223e6","316a464e-fe5a-461c-aa9a-55eebd75c4d9","outcome_transition_dual_dependency",231,107,90,103,300,0.3566666666666667
"75fa2cae-d554-44e9-9b36-02e0e05b9cbc","fbabf9cb-a960-4e47-9beb-15c2529ee390","win_nil_lose_positive",291,121,72,107,300,0.4033333333333333
"75feede0-c79d-4e74-be03-174630ef9a24","d5aadda6-b82d-449e-8463-e1f4a61a59e2","win_positive_lose_negative",222,105,93,102,300,0.35
"775f0274-742f-44df-8238-1d411ceac2ab","ce926e95-4c3f-4b3e-9cd2-4d2ebdee2533","outcome_transition_dual_dependency",241,114,101,85,300,0.38
"77c0310c-3c29-45de-b1f4-0a949689582b","d58ab2c9-52de-44e0-b54b-1d96ca3cc785","win_nil_lose_positive",252,111,81,108,300,0.37
"78445ea0-d72e-4337-8ea9-0706acc760ff","cc8d8833-9f52-42ad-9bba-822fe32831ce","opponent_prev_move_nil",627,222,39,39,300,0.74
"7a9914e9-75c5-43e3-8e52-e995fdaea545","33125e3d-2faf-4de5-99b0-d63a196d5deb","prev_move_positive",565,206,53,41,300,0.6866666666666666
"7aae2933-f344-45ae-9cdb-c0437b15998c","980076f1-2d6a-49e1-864d-1e7934778155","opponent_prev_move_nil",757,259,20,21,300,0.8633333333333333
"7b0a80fe-0c9e-442f-8bcb-c204352fda24","0be13e74-9bbe-488d-af6d-36eabd5997be","prev_move_positive",721,251,32,17,300,0.8366666666666667
"7b1f724d-dd20-4e98-b46c-a48330d41782","32643f0f-d3c8-4106-9158-ea7fb545a723","opponent_prev_move_nil",353,150,97,53,300,0.5
"7c8c75d2-d6c1-4fcf-a44a-03cf8172aad6","dc3c0907-5e2a-4b79-804f-1fcc435101fe","outcome_transition_dual_dependency",188,94,94,112,300,0.31333333333333335
"814e3761-88a1-43ba-bc4c-1d29894f4eb7","dca6a907-e22f-49ac-a655-b93c292415fd","opponent_prev_move_nil",715,246,23,31,300,0.82
"81ae0d90-deaf-4d9a-a29c-193bf0c809c2","307092ad-541f-4bc5-bce8-2f4d8ccd7964","outcome_transition_dual_dependency",230,104,82,114,300,0.3466666666666667
"83c1257b-4672-497f-9668-28e6ba914bff","380f03e1-7014-4613-a5f4-b5366a9f63e6","opponent_prev_move_nil",441,165,54,81,300,0.55
"86ce3ea0-6e6e-4bc3-bc8d-6b4a60c455b4","1c4eedbb-5be3-48b2-a3c0-a5b8518ebb9f","prev_move_positive",249,109,78,113,300,0.36333333333333334
"890987cf-83e9-429f-a435-abab474695bf","fb56004d-b76b-430c-8ad4-7fa38309d854","prev_move_positive",224,106,94,100,300,0.35333333333333333
"8941e5fe-6853-4a94-8c62-0c5079c4b36d","09523cc6-ffba-4fcb-8c83-d38aa9be0bc0","prev_move_negative",579,206,39,55,300,0.6866666666666666
"89d4b7a8-dcfc-4d87-aced-6c77578e984c","b6fa5b74-d7f7-4eb2-8a96-8ac97773d896","opponent_prev_move_nil",328,137,83,80,300,0.45666666666666667
"89d74b17-ca3f-41b0-a5c9-78b812a68ad1","943c0fe3-91dc-4053-a029-cc39ea40670a","outcome_transition_dual_dependency",200,100,100,100,300,0.3333333333333333
"89fe5868-3da2-45b8-9687-8aec90b283f2","9abb892e-7543-47bf-a2dc-40b0796b01b7","opponent_prev_move_positive",400,151,53,96,300,0.5033333333333333
"8a0c3857-0e4b-4286-931e-cf4461f60968","408c3c0a-0d42-4bf0-8b30-4569555b68cf","win_nil_lose_positive",362,149,85,66,300,0.49666666666666665
"8a61b423-1b92-4185-93a0-5f48ccf22b47","168465b2-b6f3-4ec2-86ae-631cd8633903","prev_move_negative",299,129,88,83,300,0.43
"8b3af868-2e83-4be6-90db-9ef92c30224b","33af7173-44a8-4d03-9707-2fdd85be0361","opponent_prev_move_positive",809,273,10,17,300,0.91
"8bc3f874-d5db-45b6-9eca-17b559b3a398","c1b3a29d-fdd6-4c3d-b533-47ba39fdd171","prev_move_positive",748,255,17,28,300,0.85
"8bd63781-8774-4221-a739-8a1e05af5107","bcfa93ab-0b78-4483-b54d-06271453f61e","prev_move_positive",210,103,99,98,300,0.3433333333333333
"8d620393-873f-462a-bd86-09887f3ed0fc","362e4464-1336-4c9f-985a-23d2d783270a","prev_move_negative",725,249,22,29,300,0.83
"8df64c8f-8674-4d5e-a58f-bba785a1b5a8","e584aebe-d615-493f-aad7-29058c6e27c2","win_positive_lose_negative",229,104,83,113,300,0.3466666666666667
"903a993a-e562-4c9b-b8f8-382a7e5f0620","b5b3174b-96b0-49ec-a287-e58cf4132194","prev_move_negative",335,134,67,99,300,0.44666666666666666
"9046726f-5ac3-4c2c-afca-9a0f6e1d2fd1","d256f026-6da6-46b0-8f2e-984856a75c95","prev_move_positive",681,238,33,29,300,0.7933333333333333
"918a010a-e7ed-4b26-b2e8-63d7f9f5a8f2","fa5449d2-5c2e-4a6e-b029-8f87d636672f","outcome_transition_dual_dependency",274,116,74,110,300,0.38666666666666666
"91fc38d6-3e79-49b3-999c-e073c3555947","118b68fa-b15b-4e94-9404-f41a54fa7c33","prev_move_positive",318,140,102,58,300,0.4666666666666667
"9239be27-574b-468e-8597-7bac064e9ce5","0f018a63-f1eb-421e-8cef-9b5e021d1221","prev_move_positive",660,235,45,20,300,0.7833333333333333
"939669ea-9141-4a02-a9d0-46936f0c0a89","fc43162a-4035-4626-a886-8aa650609a1d","opponent_prev_move_nil",611,215,34,51,300,0.7166666666666667
"9827a7c5-73d3-485f-8454-3f0f7a11bd2d","64f6d9f7-e99c-4edd-af0c-15cf70abeed0","win_positive_lose_negative",366,146,72,82,300,0.4866666666666667
"98b9bfea-45c9-45ae-874c-61e24b9ec69e","42c779d3-4874-4801-bb3b-9fb3ce07452e","win_positive_lose_negative",284,124,88,88,300,0.41333333333333333
"995ddf65-eaa3-4422-b38e-85e70a4e8654","6596e8ab-709a-4a04-9cc7-785aa1b49d54","opponent_prev_move_nil",493,186,65,49,300,0.62
"9a564510-b95c-47b3-abf3-4719cea2be4b","a0d7acf4-a562-4511-b8bc-27529ad1e18e","opponent_prev_move_positive",775,263,14,23,300,0.8766666666666667
"9a82fec9-297e-4cb9-950d-91017715fb3a","4d1f4710-fe86-4af2-9880-38e3e5d6fb1d","opponent_prev_move_nil",795,270,15,15,300,0.9
"9ab2fcdc-65b1-48ad-ba4f-010da3aebb55","f4f217c2-3b2d-414e-99a9-3424a25e0103","win_nil_lose_positive",301,125,74,101,300,0.4166666666666667
"a06a7f63-99a1-448b-a071-d7786b1cd91b","859125e1-2c59-40b5-a639-3ed524099405","prev_move_negative",359,136,49,115,300,0.4533333333333333
"a17bcc2d-0817-4753-8185-61bea8a7c168","831d7565-ff6e-4798-914e-aa748e19af1a","win_nil_lose_positive",341,128,43,129,300,0.4266666666666667
"a195a806-d892-4f03-aabf-2c8baf4060c0","5cf138e9-a4e6-4460-bc74-8995993854bf","win_nil_lose_positive",460,171,53,76,300,0.57
"a972a750-c5c9-4640-ac1a-0e12b62f3219","48ddce11-71ba-4338-a7f5-7cba53baa4d5","win_positive_lose_negative",129,82,117,101,300,0.2733333333333333
"ab1e8bba-a8a2-4e26-9e88-ffe268d094c9","ade9bd7b-3550-49ba-8f0b-4498c5cd3942","win_positive_lose_negative",482,180,58,62,300,0.6
"ab1eb751-b3e5-48b0-ac24-b2af2c334a2f","c57235d5-ed77-4bc0-a3c9-55a73919d5bb","opponent_prev_move_nil",695,242,31,27,300,0.8066666666666666
"ac3681cd-a117-4c28-b848-10a13266da76","8cae0f54-c254-4aa0-95d1-89f5bb09a7b8","win_nil_lose_positive",159,85,96,119,300,0.2833333333333333
"ae3daa90-54f8-4557-9199-378a03096425","26f37c05-cdc8-4aa9-b887-b46e0e2b4acf","outcome_transition_dual_dependency",231,109,96,95,300,0.36333333333333334
"afa323fa-18c0-4372-b7a3-2532a4d61cad","bde42643-c3cc-4691-ab44-49694022e8ca","win_positive_lose_negative",319,130,71,99,300,0.43333333333333335
"afdc17b5-4bcc-46d2-b751-c1420febb9ff","f5c831c1-ec42-40e2-b2c2-8f5b8046bf98","prev_move_positive",773,262,13,25,300,0.8733333333333333
"b086b1a1-2f63-40fd-8d20-d30fe85513ef","756a936c-7a7b-40ed-a046-d98f9b9cd354","win_nil_lose_positive",326,123,43,134,300,0.41
"b0da78c4-64ac-4b6b-bda0-2739bb209853","c7872cbb-107a-49c8-8857-14ca9a0a57dd","outcome_transition_dual_dependency",236,107,85,108,300,0.3566666666666667
"b11a8544-b074-4eb3-985c-7b2527f7428b","7317feb6-9809-4c88-889c-edb4b6c230c4","opponent_prev_move_nil",751,258,23,19,300,0.86
"b2348bb6-a122-42d4-a702-40dbe8168e29","5f58390e-36e9-47e0-86c0-7b8342f3ab8d","prev_move_negative",448,170,62,68,300,0.5666666666666667
"b3be5414-3a65-4364-9b4b-893a6df070f9","9292407d-9be8-430d-aade-cda0c1226a63","outcome_transition_dual_dependency",252,110,78,112,300,0.36666666666666664
"b3f8fdec-aff5-40ee-b2c9-a7c9c38ae5c8","4072b1da-8d44-4982-8499-1e50dcda98b8","outcome_transition_dual_dependency",278,122,88,90,300,0.4066666666666667
"b424dbf6-9063-44cf-a82b-5217333c7635","32c8d4e3-a075-42fb-b544-8fffdc9eb3a4","opponent_prev_move_positive",408,155,57,88,300,0.5166666666666667
"b599956e-9ac5-408d-9149-da868e43e9b0","ef62257c-9870-4d4f-bced-e4b4f992e6c6","opponent_prev_move_positive",316,122,50,128,300,0.4066666666666667
"b6a3ee2d-c731-4dc2-99ac-7f678f3b6dd3","fae4afe4-7a57-40fb-a553-a2410b1a3e5a","win_positive_lose_negative",428,164,64,72,300,0.5466666666666666
"b6c6f1e7-f192-4807-ad29-40eac78bd73e","8e03aa5d-dfb2-4273-847b-e839a9972a52","outcome_transition_dual_dependency",225,101,78,121,300,0.33666666666666667
"b8d9a7e6-9c64-4052-aae3-d71d316517c6","1b981662-5855-478e-94c0-a25c1e816b09","prev_move_negative",648,226,30,44,300,0.7533333333333333
"b8f0eec2-2d64-42c6-b3fd-6c94dd773413","b58febc1-ef9c-4022-8686-403f82d88ec2","opponent_prev_move_nil",311,139,106,55,300,0.4633333333333333
"bd0681c1-5013-4132-b540-3098df50b662","35893075-e4cf-411f-bf9a-ecf2a813db81","prev_move_positive",591,210,39,51,300,0.7
"bdae4b90-5c3e-4f71-86b4-a1f6f652b797","f3540a99-31be-4868-aa91-39801ac216ba","prev_move_positive",722,250,28,22,300,0.8333333333333334
"bdbbbb30-948b-401c-bab7-d313c26193a2","0286d56b-9826-4f0b-ae4a-e4d669aa0bd1","opponent_prev_move_positive",433,159,44,97,300,0.53
"bead7b05-0d45-43da-8fb9-9cc2981be09f","79a2d092-4475-435d-972c-e9036a3de75d","prev_move_positive",265,120,95,85,300,0.4
"beb925b9-eca3-4803-bd30-3d01c1f4779d","ac22611d-0803-4012-ba9f-9ddd7b7d666c","opponent_prev_move_nil",209,113,130,57,300,0.37666666666666665
"c1dcf6ea-8afb-497d-8ab4-e15c8c3b2672","f065171d-808d-47a0-8a4a-58c2b41e0959","opponent_prev_move_nil",147,95,138,67,300,0.31666666666666665
"c67d5f09-74c0-4a10-ba2f-27ee78b7c394","e55a8c76-ea08-4799-8ed3-95682d7355ed","win_positive_lose_negative",368,146,70,84,300,0.4866666666666667
"c7736160-5774-46dc-baef-7ed8122651e5","f3a0bddd-ddc3-4be3-91cc-6e06c7b52568","opponent_prev_move_nil",526,180,14,106,300,0.6
"c84a16d5-ab1e-48ec-90fc-d87f8c7e34b1","67c848ff-ce91-4213-9f7c-e706f96d5f39","win_positive_lose_negative",151,90,119,91,300,0.3
"c8e7be78-dc6f-43e6-a828-5246eb2314d1","70c8c2e1-a53f-449b-9a53-198bfedf24bd","opponent_prev_move_positive",331,125,44,131,300,0.4166666666666667
"c9fbe4e5-af61-47b1-a364-924cdde91d26","489e572a-1c73-4de5-bed2-9733b137b31d","prev_move_positive",699,242,27,31,300,0.8066666666666666
"ca085436-9a60-49f1-8f93-610bb7b789df","412cb607-552d-4ee8-b3ef-9e83efda1994","prev_move_negative",749,256,19,25,300,0.8533333333333334
"cf39a620-59f7-49d0-a0ad-bb925f369d4d","6850ed70-8c34-41fe-b4b9-bbdaf66b3fbb","opponent_prev_move_positive",568,204,44,52,300,0.68
"cf444ec2-6396-424c-b54c-83398bedf199","737df27e-811f-468d-9b5a-8383529e8611","opponent_prev_move_nil",590,209,37,54,300,0.6966666666666667
"d0bf5c4d-9d89-46e1-bcb2-f9b510a456c3","b007f71f-9cc6-46a7-9868-0e4274a4d1fc","opponent_prev_move_positive",360,135,45,120,300,0.45
"d1c61fc5-5bbb-4dbd-b611-18bace3ee3a9","7b94c71f-98ec-4000-a5d3-15423810e156","win_positive_lose_negative",354,139,63,98,300,0.4633333333333333
"d1e03620-24d6-4fac-9e26-adb78b32b965","02c20c10-8e89-4339-b14a-3daea29b5752","prev_move_positive",569,205,46,49,300,0.6833333333333333
"d220e990-9462-403c-aa65-2a9be6913e25","0f09ae2d-06a3-4448-9e13-2dbbafa1466e","opponent_prev_move_nil",611,219,46,35,300,0.73
"d26f54a3-0331-4faa-bfb4-30a8cf31a017","4450f227-759f-418b-a208-dfc4958f8841","prev_move_negative",648,229,39,32,300,0.7633333333333333
"d423a64a-419a-4377-925f-a2e7b13dfa2e","549e1b25-192c-4d12-bd12-e5a7f6ca8807","prev_move_positive",570,204,42,54,300,0.68
"d4b32ec9-1250-4ffb-b581-6d060d9d6074","0d3cdb21-e4cc-4822-9627-d1d02b9cb2f1","prev_move_positive",517,190,53,57,300,0.6333333333333333
"d8a6b58e-1bd1-42cf-b1f6-59b7295f4b95","a5f78ec0-b3db-465d-b505-61e0dd037dab","prev_move_negative",240,111,93,96,300,0.37
"dbb3eb8b-93a2-4000-a8d8-92a46c580dd8","32295c40-4b02-438b-9fe5-1b404bb826b2","prev_move_negative",660,233,39,28,300,0.7766666666666666
"dc77708e-1b41-46d7-8610-a222327c95f3","f75e6110-0548-4a12-b2da-6781ee517d1b","opponent_prev_move_nil",242,114,100,86,300,0.38
"de3751db-a72c-477c-a2be-eb007270400a","6502b77e-7b9f-4bb2-928a-a7bb49609464","win_nil_lose_positive",403,160,77,63,300,0.5333333333333333
"deadefcf-8713-4c96-b86f-c9fa129dc56a","52183fea-7ccb-4296-8f2c-cb38f25834e6","opponent_prev_move_positive",359,132,37,131,300,0.44
"dfc01acd-0e98-4845-be97-2ea55b96ac57","ee126226-d15d-4bd2-81e5-59f85bb79561","prev_move_negative",694,241,29,30,300,0.8033333333333333
"e15f375c-277d-4185-a3a3-c5c1cc0688b2","986ac4ea-b87e-445d-8438-9083cd8ea245","win_nil_lose_positive",224,99,73,128,300,0.33
"e7477167-f461-4480-b357-eaece9044dd8","fe8153e9-03d0-4cbd-b162-4951af4aff11","prev_move_positive",671,235,34,31,300,0.7833333333333333
