"game_id","player_id","statement","index","resp","bot_strategy","total_points","total_win","total_loss","total_tie","games","win_pct"
"12e904c3-e3b6-4b2a-a679-a1d057d4d8fe","6805a080-daeb-42c3-98ab-3a52e9731116","I was trying to win each round against my opponent.",1,5,"win_positive_lose_negative",503,182,43,75,300,0.6066666666666667
"12e904c3-e3b6-4b2a-a679-a1d057d4d8fe","6805a080-daeb-42c3-98ab-3a52e9731116","I was focused on winning for the entire time I was playing.",2,4,"win_positive_lose_negative",503,182,43,75,300,0.6066666666666667
"12e904c3-e3b6-4b2a-a679-a1d057d4d8fe","6805a080-daeb-42c3-98ab-3a52e9731116","I paid attention to my opponent’s moves in order to try and predict their next move.",3,6,"win_positive_lose_negative",503,182,43,75,300,0.6066666666666667
"12e904c3-e3b6-4b2a-a679-a1d057d4d8fe","6805a080-daeb-42c3-98ab-3a52e9731116","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,6,"win_positive_lose_negative",503,182,43,75,300,0.6066666666666667
"b6a3ee2d-c731-4dc2-99ac-7f678f3b6dd3","fae4afe4-7a57-40fb-a553-a2410b1a3e5a","My opponent was a real person and not a robot.",0,1,"win_positive_lose_negative",428,164,64,72,300,0.5466666666666666
"b6a3ee2d-c731-4dc2-99ac-7f678f3b6dd3","fae4afe4-7a57-40fb-a553-a2410b1a3e5a","I was trying to win each round against my opponent.",1,5,"win_positive_lose_negative",428,164,64,72,300,0.5466666666666666
"b6a3ee2d-c731-4dc2-99ac-7f678f3b6dd3","fae4afe4-7a57-40fb-a553-a2410b1a3e5a","I was focused on winning for the entire time I was playing.",2,6,"win_positive_lose_negative",428,164,64,72,300,0.5466666666666666
"b6a3ee2d-c731-4dc2-99ac-7f678f3b6dd3","fae4afe4-7a57-40fb-a553-a2410b1a3e5a","I paid attention to my opponent’s moves in order to try and predict their next move.",3,7,"win_positive_lose_negative",428,164,64,72,300,0.5466666666666666
"b6a3ee2d-c731-4dc2-99ac-7f678f3b6dd3","fae4afe4-7a57-40fb-a553-a2410b1a3e5a","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,7,"win_positive_lose_negative",428,164,64,72,300,0.5466666666666666
"9ab2fcdc-65b1-48ad-ba4f-010da3aebb55","f4f217c2-3b2d-414e-99a9-3424a25e0103","My opponent was a real person and not a robot.",0,1,"win_nil_lose_positive",301,125,74,101,300,0.4166666666666667
"9ab2fcdc-65b1-48ad-ba4f-010da3aebb55","f4f217c2-3b2d-414e-99a9-3424a25e0103","I was trying to win each round against my opponent.",1,5,"win_nil_lose_positive",301,125,74,101,300,0.4166666666666667
"9ab2fcdc-65b1-48ad-ba4f-010da3aebb55","f4f217c2-3b2d-414e-99a9-3424a25e0103","I was focused on winning for the entire time I was playing.",2,5,"win_nil_lose_positive",301,125,74,101,300,0.4166666666666667
"9ab2fcdc-65b1-48ad-ba4f-010da3aebb55","f4f217c2-3b2d-414e-99a9-3424a25e0103","I paid attention to my opponent’s moves in order to try and predict their next move.",3,7,"win_nil_lose_positive",301,125,74,101,300,0.4166666666666667
"9ab2fcdc-65b1-48ad-ba4f-010da3aebb55","f4f217c2-3b2d-414e-99a9-3424a25e0103","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,5,"win_nil_lose_positive",301,125,74,101,300,0.4166666666666667
"a17bcc2d-0817-4753-8185-61bea8a7c168","831d7565-ff6e-4798-914e-aa748e19af1a","My opponent was a real person and not a robot.",0,1,"win_nil_lose_positive",341,128,43,129,300,0.4266666666666667
"a17bcc2d-0817-4753-8185-61bea8a7c168","831d7565-ff6e-4798-914e-aa748e19af1a","I was trying to win each round against my opponent.",1,5,"win_nil_lose_positive",341,128,43,129,300,0.4266666666666667
"a17bcc2d-0817-4753-8185-61bea8a7c168","831d7565-ff6e-4798-914e-aa748e19af1a","I was focused on winning for the entire time I was playing.",2,5,"win_nil_lose_positive",341,128,43,129,300,0.4266666666666667
"a17bcc2d-0817-4753-8185-61bea8a7c168","831d7565-ff6e-4798-914e-aa748e19af1a","I paid attention to my opponent’s moves in order to try and predict their next move.",3,6,"win_nil_lose_positive",341,128,43,129,300,0.4266666666666667
"a17bcc2d-0817-4753-8185-61bea8a7c168","831d7565-ff6e-4798-914e-aa748e19af1a","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,7,"win_nil_lose_positive",341,128,43,129,300,0.4266666666666667
"bdbbbb30-948b-401c-bab7-d313c26193a2","0286d56b-9826-4f0b-ae4a-e4d669aa0bd1","My opponent was a real person and not a robot.",0,1,"opponent_prev_move_positive",433,159,44,97,300,0.53
"bdbbbb30-948b-401c-bab7-d313c26193a2","0286d56b-9826-4f0b-ae4a-e4d669aa0bd1","I was trying to win each round against my opponent.",1,5,"opponent_prev_move_positive",433,159,44,97,300,0.53
"bdbbbb30-948b-401c-bab7-d313c26193a2","0286d56b-9826-4f0b-ae4a-e4d669aa0bd1","I was focused on winning for the entire time I was playing.",2,5,"opponent_prev_move_positive",433,159,44,97,300,0.53
"bdbbbb30-948b-401c-bab7-d313c26193a2","0286d56b-9826-4f0b-ae4a-e4d669aa0bd1","I paid attention to my opponent’s moves in order to try and predict their next move.",3,5,"opponent_prev_move_positive",433,159,44,97,300,0.53
"bdbbbb30-948b-401c-bab7-d313c26193a2","0286d56b-9826-4f0b-ae4a-e4d669aa0bd1","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,5,"opponent_prev_move_positive",433,159,44,97,300,0.53
"04bcb54c-02ca-45dc-b0dc-cca4e0107a9f","f6737a3d-489b-40b7-a169-ae6fc00cb7d5","My opponent was a real person and not a robot.",0,2,"opponent_prev_move_positive",266,106,52,142,300,0.35333333333333333
"04bcb54c-02ca-45dc-b0dc-cca4e0107a9f","f6737a3d-489b-40b7-a169-ae6fc00cb7d5","I was trying to win each round against my opponent.",1,5,"opponent_prev_move_positive",266,106,52,142,300,0.35333333333333333
"04bcb54c-02ca-45dc-b0dc-cca4e0107a9f","f6737a3d-489b-40b7-a169-ae6fc00cb7d5","I was focused on winning for the entire time I was playing.",2,4,"opponent_prev_move_positive",266,106,52,142,300,0.35333333333333333
"04bcb54c-02ca-45dc-b0dc-cca4e0107a9f","f6737a3d-489b-40b7-a169-ae6fc00cb7d5","I paid attention to my opponent’s moves in order to try and predict their next move.",3,5,"opponent_prev_move_positive",266,106,52,142,300,0.35333333333333333
"04bcb54c-02ca-45dc-b0dc-cca4e0107a9f","f6737a3d-489b-40b7-a169-ae6fc00cb7d5","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,3,"opponent_prev_move_positive",266,106,52,142,300,0.35333333333333333
"e15f375c-277d-4185-a3a3-c5c1cc0688b2","986ac4ea-b87e-445d-8438-9083cd8ea245","My opponent was a real person and not a robot.",0,2,"win_nil_lose_positive",224,99,73,128,300,0.33
"e15f375c-277d-4185-a3a3-c5c1cc0688b2","986ac4ea-b87e-445d-8438-9083cd8ea245","I was trying to win each round against my opponent.",1,2,"win_nil_lose_positive",224,99,73,128,300,0.33
"e15f375c-277d-4185-a3a3-c5c1cc0688b2","986ac4ea-b87e-445d-8438-9083cd8ea245","I was focused on winning for the entire time I was playing.",2,2,"win_nil_lose_positive",224,99,73,128,300,0.33
"e15f375c-277d-4185-a3a3-c5c1cc0688b2","986ac4ea-b87e-445d-8438-9083cd8ea245","I paid attention to my opponent’s moves in order to try and predict their next move.",3,2,"win_nil_lose_positive",224,99,73,128,300,0.33
"e15f375c-277d-4185-a3a3-c5c1cc0688b2","986ac4ea-b87e-445d-8438-9083cd8ea245","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,6,"win_nil_lose_positive",224,99,73,128,300,0.33
"afdc17b5-4bcc-46d2-b751-c1420febb9ff","f5c831c1-ec42-40e2-b2c2-8f5b8046bf98","My opponent was a real person and not a robot.",0,1,"prev_move_positive",773,262,13,25,300,0.8733333333333333
"afdc17b5-4bcc-46d2-b751-c1420febb9ff","f5c831c1-ec42-40e2-b2c2-8f5b8046bf98","I was trying to win each round against my opponent.",1,5,"prev_move_positive",773,262,13,25,300,0.8733333333333333
"afdc17b5-4bcc-46d2-b751-c1420febb9ff","f5c831c1-ec42-40e2-b2c2-8f5b8046bf98","I was focused on winning for the entire time I was playing.",2,3,"prev_move_positive",773,262,13,25,300,0.8733333333333333
"afdc17b5-4bcc-46d2-b751-c1420febb9ff","f5c831c1-ec42-40e2-b2c2-8f5b8046bf98","I paid attention to my opponent’s moves in order to try and predict their next move.",3,5,"prev_move_positive",773,262,13,25,300,0.8733333333333333
"afdc17b5-4bcc-46d2-b751-c1420febb9ff","f5c831c1-ec42-40e2-b2c2-8f5b8046bf98","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,7,"prev_move_positive",773,262,13,25,300,0.8733333333333333
"903a993a-e562-4c9b-b8f8-382a7e5f0620","b5b3174b-96b0-49ec-a287-e58cf4132194","My opponent was a real person and not a robot.",0,2,"prev_move_negative",335,134,67,99,300,0.44666666666666666
"903a993a-e562-4c9b-b8f8-382a7e5f0620","b5b3174b-96b0-49ec-a287-e58cf4132194","I was trying to win each round against my opponent.",1,4,"prev_move_negative",335,134,67,99,300,0.44666666666666666
"903a993a-e562-4c9b-b8f8-382a7e5f0620","b5b3174b-96b0-49ec-a287-e58cf4132194","I was focused on winning for the entire time I was playing.",2,5,"prev_move_negative",335,134,67,99,300,0.44666666666666666
"903a993a-e562-4c9b-b8f8-382a7e5f0620","b5b3174b-96b0-49ec-a287-e58cf4132194","I paid attention to my opponent’s moves in order to try and predict their next move.",3,7,"prev_move_negative",335,134,67,99,300,0.44666666666666666
"903a993a-e562-4c9b-b8f8-382a7e5f0620","b5b3174b-96b0-49ec-a287-e58cf4132194","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,7,"prev_move_negative",335,134,67,99,300,0.44666666666666666
"d1e03620-24d6-4fac-9e26-adb78b32b965","02c20c10-8e89-4339-b14a-3daea29b5752","My opponent was a real person and not a robot.",0,2,"prev_move_positive",569,205,46,49,300,0.6833333333333333
"d1e03620-24d6-4fac-9e26-adb78b32b965","02c20c10-8e89-4339-b14a-3daea29b5752","I was trying to win each round against my opponent.",1,6,"prev_move_positive",569,205,46,49,300,0.6833333333333333
"d1e03620-24d6-4fac-9e26-adb78b32b965","02c20c10-8e89-4339-b14a-3daea29b5752","I was focused on winning for the entire time I was playing.",2,6,"prev_move_positive",569,205,46,49,300,0.6833333333333333
"d1e03620-24d6-4fac-9e26-adb78b32b965","02c20c10-8e89-4339-b14a-3daea29b5752","I paid attention to my opponent’s moves in order to try and predict their next move.",3,6,"prev_move_positive",569,205,46,49,300,0.6833333333333333
"d1e03620-24d6-4fac-9e26-adb78b32b965","02c20c10-8e89-4339-b14a-3daea29b5752","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,6,"prev_move_positive",569,205,46,49,300,0.6833333333333333
"83c1257b-4672-497f-9668-28e6ba914bff","380f03e1-7014-4613-a5f4-b5366a9f63e6","My opponent was a real person and not a robot.",0,2,"opponent_prev_move_nil",441,165,54,81,300,0.55
"83c1257b-4672-497f-9668-28e6ba914bff","380f03e1-7014-4613-a5f4-b5366a9f63e6","I was trying to win each round against my opponent.",1,6,"opponent_prev_move_nil",441,165,54,81,300,0.55
"83c1257b-4672-497f-9668-28e6ba914bff","380f03e1-7014-4613-a5f4-b5366a9f63e6","I was focused on winning for the entire time I was playing.",2,6,"opponent_prev_move_nil",441,165,54,81,300,0.55
"83c1257b-4672-497f-9668-28e6ba914bff","380f03e1-7014-4613-a5f4-b5366a9f63e6","I paid attention to my opponent’s moves in order to try and predict their next move.",3,7,"opponent_prev_move_nil",441,165,54,81,300,0.55
"83c1257b-4672-497f-9668-28e6ba914bff","380f03e1-7014-4613-a5f4-b5366a9f63e6","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,7,"opponent_prev_move_nil",441,165,54,81,300,0.55
"dc77708e-1b41-46d7-8610-a222327c95f3","f75e6110-0548-4a12-b2da-6781ee517d1b","My opponent was a real person and not a robot.",0,1,"opponent_prev_move_nil",242,114,100,86,300,0.38
"dc77708e-1b41-46d7-8610-a222327c95f3","f75e6110-0548-4a12-b2da-6781ee517d1b","I was trying to win each round against my opponent.",1,3,"opponent_prev_move_nil",242,114,100,86,300,0.38
"dc77708e-1b41-46d7-8610-a222327c95f3","f75e6110-0548-4a12-b2da-6781ee517d1b","I was focused on winning for the entire time I was playing.",2,3,"opponent_prev_move_nil",242,114,100,86,300,0.38
"dc77708e-1b41-46d7-8610-a222327c95f3","f75e6110-0548-4a12-b2da-6781ee517d1b","I paid attention to my opponent’s moves in order to try and predict their next move.",3,5,"opponent_prev_move_nil",242,114,100,86,300,0.38
"dc77708e-1b41-46d7-8610-a222327c95f3","f75e6110-0548-4a12-b2da-6781ee517d1b","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,5,"opponent_prev_move_nil",242,114,100,86,300,0.38
"253b233c-ccfd-45b5-a14d-c99951dc403f","b5b05f66-d98b-44df-aaca-b35e48809067","My opponent was a real person and not a robot.",0,1,"outcome_transition_dual_dependency",280,122,86,92,300,0.4066666666666667
"253b233c-ccfd-45b5-a14d-c99951dc403f","b5b05f66-d98b-44df-aaca-b35e48809067","I was trying to win each round against my opponent.",1,6,"outcome_transition_dual_dependency",280,122,86,92,300,0.4066666666666667
"253b233c-ccfd-45b5-a14d-c99951dc403f","b5b05f66-d98b-44df-aaca-b35e48809067","I was focused on winning for the entire time I was playing.",2,5,"outcome_transition_dual_dependency",280,122,86,92,300,0.4066666666666667
"253b233c-ccfd-45b5-a14d-c99951dc403f","b5b05f66-d98b-44df-aaca-b35e48809067","I paid attention to my opponent’s moves in order to try and predict their next move.",3,6,"outcome_transition_dual_dependency",280,122,86,92,300,0.4066666666666667
"253b233c-ccfd-45b5-a14d-c99951dc403f","b5b05f66-d98b-44df-aaca-b35e48809067","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,6,"outcome_transition_dual_dependency",280,122,86,92,300,0.4066666666666667
"9a82fec9-297e-4cb9-950d-91017715fb3a","4d1f4710-fe86-4af2-9880-38e3e5d6fb1d","My opponent was a real person and not a robot.",0,1,"opponent_prev_move_nil",795,270,15,15,300,0.9
"9a82fec9-297e-4cb9-950d-91017715fb3a","4d1f4710-fe86-4af2-9880-38e3e5d6fb1d","I was trying to win each round against my opponent.",1,3,"opponent_prev_move_nil",795,270,15,15,300,0.9
"9a82fec9-297e-4cb9-950d-91017715fb3a","4d1f4710-fe86-4af2-9880-38e3e5d6fb1d","I was focused on winning for the entire time I was playing.",2,2,"opponent_prev_move_nil",795,270,15,15,300,0.9
"9a82fec9-297e-4cb9-950d-91017715fb3a","4d1f4710-fe86-4af2-9880-38e3e5d6fb1d","I paid attention to my opponent’s moves in order to try and predict their next move.",3,1,"opponent_prev_move_nil",795,270,15,15,300,0.9
"9a82fec9-297e-4cb9-950d-91017715fb3a","4d1f4710-fe86-4af2-9880-38e3e5d6fb1d","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,7,"opponent_prev_move_nil",795,270,15,15,300,0.9
"d26f54a3-0331-4faa-bfb4-30a8cf31a017","4450f227-759f-418b-a208-dfc4958f8841","My opponent was a real person and not a robot.",0,1,"prev_move_negative",648,229,39,32,300,0.7633333333333333
"d26f54a3-0331-4faa-bfb4-30a8cf31a017","4450f227-759f-418b-a208-dfc4958f8841","I was trying to win each round against my opponent.",1,7,"prev_move_negative",648,229,39,32,300,0.7633333333333333
"d26f54a3-0331-4faa-bfb4-30a8cf31a017","4450f227-759f-418b-a208-dfc4958f8841","I was focused on winning for the entire time I was playing.",2,7,"prev_move_negative",648,229,39,32,300,0.7633333333333333
"d26f54a3-0331-4faa-bfb4-30a8cf31a017","4450f227-759f-418b-a208-dfc4958f8841","I paid attention to my opponent’s moves in order to try and predict their next move.",3,7,"prev_move_negative",648,229,39,32,300,0.7633333333333333
"d26f54a3-0331-4faa-bfb4-30a8cf31a017","4450f227-759f-418b-a208-dfc4958f8841","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,7,"prev_move_negative",648,229,39,32,300,0.7633333333333333
"d8a6b58e-1bd1-42cf-b1f6-59b7295f4b95","a5f78ec0-b3db-465d-b505-61e0dd037dab","My opponent was a real person and not a robot.",0,4,"prev_move_negative",240,111,93,96,300,0.37
"d8a6b58e-1bd1-42cf-b1f6-59b7295f4b95","a5f78ec0-b3db-465d-b505-61e0dd037dab","I was trying to win each round against my opponent.",1,7,"prev_move_negative",240,111,93,96,300,0.37
"d8a6b58e-1bd1-42cf-b1f6-59b7295f4b95","a5f78ec0-b3db-465d-b505-61e0dd037dab","I was focused on winning for the entire time I was playing.",2,7,"prev_move_negative",240,111,93,96,300,0.37
"d8a6b58e-1bd1-42cf-b1f6-59b7295f4b95","a5f78ec0-b3db-465d-b505-61e0dd037dab","I paid attention to my opponent’s moves in order to try and predict their next move.",3,7,"prev_move_negative",240,111,93,96,300,0.37
"d8a6b58e-1bd1-42cf-b1f6-59b7295f4b95","a5f78ec0-b3db-465d-b505-61e0dd037dab","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,7,"prev_move_negative",240,111,93,96,300,0.37
"05e77e5f-39e3-42ae-8542-99f71eb7ab35","6bc4ab71-92cd-439e-8424-5be4bd7c2de6","My opponent was a real person and not a robot.",0,4,"opponent_prev_move_positive",384,142,42,116,300,0.47333333333333333
"05e77e5f-39e3-42ae-8542-99f71eb7ab35","6bc4ab71-92cd-439e-8424-5be4bd7c2de6","I was trying to win each round against my opponent.",1,5,"opponent_prev_move_positive",384,142,42,116,300,0.47333333333333333
"05e77e5f-39e3-42ae-8542-99f71eb7ab35","6bc4ab71-92cd-439e-8424-5be4bd7c2de6","I was focused on winning for the entire time I was playing.",2,4,"opponent_prev_move_positive",384,142,42,116,300,0.47333333333333333
"05e77e5f-39e3-42ae-8542-99f71eb7ab35","6bc4ab71-92cd-439e-8424-5be4bd7c2de6","I paid attention to my opponent’s moves in order to try and predict their next move.",3,4,"opponent_prev_move_positive",384,142,42,116,300,0.47333333333333333
"05e77e5f-39e3-42ae-8542-99f71eb7ab35","6bc4ab71-92cd-439e-8424-5be4bd7c2de6","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,5,"opponent_prev_move_positive",384,142,42,116,300,0.47333333333333333
"579cb41b-84a3-4d2b-9faf-6f7c1feee582","f5b3a4c0-14fc-4720-ae5d-6bb4705b099b","My opponent was a real person and not a robot.",0,2,"win_positive_lose_negative",193,96,95,109,300,0.32
"579cb41b-84a3-4d2b-9faf-6f7c1feee582","f5b3a4c0-14fc-4720-ae5d-6bb4705b099b","I was trying to win each round against my opponent.",1,5,"win_positive_lose_negative",193,96,95,109,300,0.32
"579cb41b-84a3-4d2b-9faf-6f7c1feee582","f5b3a4c0-14fc-4720-ae5d-6bb4705b099b","I was focused on winning for the entire time I was playing.",2,7,"win_positive_lose_negative",193,96,95,109,300,0.32
"579cb41b-84a3-4d2b-9faf-6f7c1feee582","f5b3a4c0-14fc-4720-ae5d-6bb4705b099b","I paid attention to my opponent’s moves in order to try and predict their next move.",3,7,"win_positive_lose_negative",193,96,95,109,300,0.32
"579cb41b-84a3-4d2b-9faf-6f7c1feee582","f5b3a4c0-14fc-4720-ae5d-6bb4705b099b","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,6,"win_positive_lose_negative",193,96,95,109,300,0.32
"3cd32162-b755-4aaa-bd46-36c94f1c36ad","9d21b1e7-bcce-44ef-b8d4-9bb8f42b9ed1","My opponent was a real person and not a robot.",0,4,"opponent_prev_move_positive",701,245,34,21,300,0.8166666666666667
"3cd32162-b755-4aaa-bd46-36c94f1c36ad","9d21b1e7-bcce-44ef-b8d4-9bb8f42b9ed1","I was trying to win each round against my opponent.",1,4,"opponent_prev_move_positive",701,245,34,21,300,0.8166666666666667
"3cd32162-b755-4aaa-bd46-36c94f1c36ad","9d21b1e7-bcce-44ef-b8d4-9bb8f42b9ed1","I was focused on winning for the entire time I was playing.",2,4,"opponent_prev_move_positive",701,245,34,21,300,0.8166666666666667
"3cd32162-b755-4aaa-bd46-36c94f1c36ad","9d21b1e7-bcce-44ef-b8d4-9bb8f42b9ed1","I paid attention to my opponent’s moves in order to try and predict their next move.",3,4,"opponent_prev_move_positive",701,245,34,21,300,0.8166666666666667
"3cd32162-b755-4aaa-bd46-36c94f1c36ad","9d21b1e7-bcce-44ef-b8d4-9bb8f42b9ed1","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,4,"opponent_prev_move_positive",701,245,34,21,300,0.8166666666666667
"19e5233a-9238-45cf-abda-55c98153ca16","a10fe586-6c42-4ed4-84dd-ac277d502d12","My opponent was a real person and not a robot.",0,3,"win_positive_lose_negative",141,77,90,133,300,0.25666666666666665
"19e5233a-9238-45cf-abda-55c98153ca16","a10fe586-6c42-4ed4-84dd-ac277d502d12","I was trying to win each round against my opponent.",1,4,"win_positive_lose_negative",141,77,90,133,300,0.25666666666666665
"19e5233a-9238-45cf-abda-55c98153ca16","a10fe586-6c42-4ed4-84dd-ac277d502d12","I was focused on winning for the entire time I was playing.",2,5,"win_positive_lose_negative",141,77,90,133,300,0.25666666666666665
"19e5233a-9238-45cf-abda-55c98153ca16","a10fe586-6c42-4ed4-84dd-ac277d502d12","I paid attention to my opponent’s moves in order to try and predict their next move.",3,5,"win_positive_lose_negative",141,77,90,133,300,0.25666666666666665
"19e5233a-9238-45cf-abda-55c98153ca16","a10fe586-6c42-4ed4-84dd-ac277d502d12","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,5,"win_positive_lose_negative",141,77,90,133,300,0.25666666666666665
"09994e51-17b2-4027-b6e7-b5c26a694d8f","f67c4df3-5ac9-4e9b-bd70-1f5b9d2948d5","My opponent was a real person and not a robot.",0,1,"prev_move_negative",281,124,91,85,300,0.41333333333333333
"09994e51-17b2-4027-b6e7-b5c26a694d8f","f67c4df3-5ac9-4e9b-bd70-1f5b9d2948d5","I was trying to win each round against my opponent.",1,1,"prev_move_negative",281,124,91,85,300,0.41333333333333333
"09994e51-17b2-4027-b6e7-b5c26a694d8f","f67c4df3-5ac9-4e9b-bd70-1f5b9d2948d5","I was focused on winning for the entire time I was playing.",2,1,"prev_move_negative",281,124,91,85,300,0.41333333333333333
"09994e51-17b2-4027-b6e7-b5c26a694d8f","f67c4df3-5ac9-4e9b-bd70-1f5b9d2948d5","I paid attention to my opponent’s moves in order to try and predict their next move.",3,4,"prev_move_negative",281,124,91,85,300,0.41333333333333333
"09994e51-17b2-4027-b6e7-b5c26a694d8f","f67c4df3-5ac9-4e9b-bd70-1f5b9d2948d5","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,5,"prev_move_negative",281,124,91,85,300,0.41333333333333333
"cf39a620-59f7-49d0-a0ad-bb925f369d4d","6850ed70-8c34-41fe-b4b9-bbdaf66b3fbb","My opponent was a real person and not a robot.",0,1,"opponent_prev_move_positive",568,204,44,52,300,0.68
"cf39a620-59f7-49d0-a0ad-bb925f369d4d","6850ed70-8c34-41fe-b4b9-bbdaf66b3fbb","I was trying to win each round against my opponent.",1,6,"opponent_prev_move_positive",568,204,44,52,300,0.68
"cf39a620-59f7-49d0-a0ad-bb925f369d4d","6850ed70-8c34-41fe-b4b9-bbdaf66b3fbb","I was focused on winning for the entire time I was playing.",2,5,"opponent_prev_move_positive",568,204,44,52,300,0.68
"cf39a620-59f7-49d0-a0ad-bb925f369d4d","6850ed70-8c34-41fe-b4b9-bbdaf66b3fbb","I paid attention to my opponent’s moves in order to try and predict their next move.",3,5,"opponent_prev_move_positive",568,204,44,52,300,0.68
"cf39a620-59f7-49d0-a0ad-bb925f369d4d","6850ed70-8c34-41fe-b4b9-bbdaf66b3fbb","There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.",4,7,"opponent_prev_move_positive",568,204,44,52,300,0.68
"91fc38d6-3e79-49b3-999c-e073c3555947","118b68fa-b15b-4e94-9404-f41a54fa7c33","My opponent was a real person and not a robot.",0,1,"prev_move_positive",318,140,102,58,300,0.4666666666666667
